League,Match_Date,Matchweek,Home_Team,Home_Formation,Home_Score,Home_xG,Home_Goals,Home_Yellow_Cards,Home_Red_Cards,Away_Team,Away_Formation,Away_Score,Away_xG,Away_Goals,Away_Yellow_Cards,Away_Red_Cards,Game_URL,Team,Home_Away,Player,Player_Href,Player_Num,Nation,Pos,Age,Min,Tkl_Tackles,TklW_Tackles,Def 3rd_Tackles,Mid 3rd_Tackles,Att 3rd_Tackles,Tkl_Challenges,Att_Challenges,Tkl_percent_Challenges,Lost_Challenges,Blocks_Blocks,Sh_Blocks,Pass_Blocks,Int,Tkl+Int,Clr,Err
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Alexis Gutiérrez,/en/players/b40ff033/Alexis-Gutierrez,14,MEX,AM,23-363,84,2,1,0,1,1,1,2,50,1,1,0,1,1,3,0,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Mauro Zaleta,/en/players/eaf1358b/Mauro-Zaleta,204,MEX,AM,21-328,6,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Uriel Antuna,/en/players/a35f5848/Uriel-Antuna,7,MEX,AM,26-187,90,1,1,0,1,0,0,0,NA,0,0,0,0,1,2,0,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Lorenzo Faravelli,/en/players/edd0ec6a/Lorenzo-Faravelli,8,ARG,"CM,WB",30-332,90,1,0,0,0,1,0,2,0,2,0,0,0,0,1,0,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Charly Rodríguez,/en/players/f0acf582/Charly-Rodriguez,19,MEX,CM,27-052,90,1,1,0,1,0,1,2,50,1,1,0,1,0,1,0,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Carlos Rotondi,/en/players/046eb30b/Carlos-Rotondi,29,ARG,WB,26-349,68,1,0,0,1,0,1,4,25,3,1,0,1,1,2,2,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Ignacio Rivero,/en/players/03fdc7b4/Ignacio-Rivero,15,URU,CM,31-320,22,1,0,0,1,0,1,2,50,1,0,0,0,0,1,0,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Rodrigo Huescas,/en/players/9e02eca8/Rodrigo-Huescas,18,MEX,WB,20-159,84,2,1,0,2,0,1,3,33.3,2,1,0,1,0,2,1,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Amaury Morales,/en/players/ffd2ca4f/Amaury-Morales,194,MEX,WB,18-083,6,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Gonzalo Piovi,/en/players/4b3ca22c/Gonzalo-Piovi,33,ARG,CB,29-169,90,2,2,1,1,0,2,2,100,0,0,0,0,1,3,1,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Erik Lira,/en/players/7b2c24ed/Erik-Lira,6,MEX,CB,23-292,90,2,1,0,2,0,2,3,66.7,1,0,0,0,4,6,2,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Carlos Salcedo,/en/players/64c07ae1/Carlos-Salcedo,3,MEX,CB,30-148,76,1,1,1,0,0,0,2,0,2,1,1,0,1,2,3,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Mateo Levy,/en/players/8bda91aa/Mateo-Levy,255,MEX,CB,17-125,14,1,0,0,0,1,0,0,NA,0,0,0,0,0,1,0,0
Liga MX,2024-02-24,Liga MX (Clausura 2024 Regular Season),América,4-2-3-1,1,1,Julián Quiñones · 4&rsquor;,0,0,Cruz Azul,3-4-3,0,0.7,,3,0,https://fbref.com/en/matches/f477b76d/America-Cruz-Azul-February-24-2024-Liga-MX,Cruz Azul,Away,Kevin Mier,/en/players/8a5c4850/Kevin-Mier,23,COL,GK,23-282,90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Edgar López,/en/players/a9cde92c/Edgar-Lopez,19,MEX,FW,24-310,45,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,1,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Jesús Angulo,/en/players/c219b86b/Jesus-Angulo,10,MEX,AM,27-005,45,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Jean Meneses,/en/players/dc7acc74/Jean-Meneses,16,CHI,LW,30-346,64,1,0,0,1,0,1,1,100,0,2,0,2,0,1,3,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Maximiliano Araújo,/en/players/f9ab3f4a/Maximiliano-Araujo,11,URU,LW,24-010,26,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Juan Domínguez,/en/players/ef645a7b/Juan-Dominguez,7,MEX,RW,25-118,90,2,1,1,0,1,0,0,NA,0,0,0,0,0,2,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Alexis Vega,/en/players/f40f4c38/Alexis-Vega,25,MEX,"AM,FW",26-092,78,2,2,2,0,0,0,0,NA,0,3,0,3,1,3,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Isaías Violante,/en/players/bce71c9a/Isaias-Violante,190,MEX,FW,20-128,12,1,1,1,0,0,0,0,NA,0,0,0,0,1,2,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Marcel Ruiz,/en/players/e8b5ca4b/Marcel-Ruiz,14,MEX,DM,23-122,64,3,2,1,2,0,1,1,100,0,0,0,0,0,3,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Claudio Baeza,/en/players/9ba1c30c/Claudio-Baeza,23,CHI,DM,30-064,26,2,1,2,0,0,1,2,50,1,0,0,0,0,2,4,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Tomás Belmonte,/en/players/9928bf1a/Tomas-Belmonte,5,ARG,DM,25-274,78,1,1,0,1,0,0,0,NA,0,1,0,1,1,2,1,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Víctor Arteaga,/en/players/b8d68f53/Victor-Arteaga,198,MEX,DM,19-364,12,1,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Brian García,/en/players/dfe2cfc8/Brian-Garcia,17,MEX,LB,26-117,90,2,2,2,0,0,1,3,33.3,2,1,0,1,1,3,5,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Juan Escobar,/en/players/d48a1284/Juan-Escobar,24,PAR,CB,28-237,90,0,0,0,0,0,0,0,NA,0,1,1,0,1,1,10,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Federico Pereira,/en/players/448130fe/Federico-Pereira,6,URU,CB,24-001,90,2,1,2,0,0,0,0,NA,0,1,1,0,1,3,5,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Carlos Orrantía,/en/players/50520f42/Carlos-Orrantia,8,MEX,RB,33-024,90,1,1,0,1,0,0,0,NA,0,0,0,0,2,3,1,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Toluca,Home,Tiago Volpi,/en/players/fba79ac8/Tiago-Volpi,1,BRA,GK,33-068,90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Carlos González Espínola,/en/players/5c059b5d/Carlos-Gonzalez-Espinola,32,PAR,FW,31-021,90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,2,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Eduardo Armenta,/en/players/ac638620/Eduardo-Armenta,19,MEX,LW,22-071,60,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,José Zúñiga,/en/players/af89c75e/Jose-Zuniga,13,COL,LW,29-227,30,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Domingo Blanco,/en/players/c21f5b76/Domingo-Blanco,27,ARG,RW,28-309,90,2,1,0,0,2,1,1,100,0,0,0,0,0,2,1,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Lucas Rodríguez,/en/players/815f4240/Lucas-Rodriguez,11,ARG,AM,26-304,27,0,0,0,0,0,0,0,NA,0,0,0,0,1,1,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Kevin Castañeda,/en/players/bf453048/Kevin-Castaneda,10,MEX,AM,24-120,63,1,1,0,1,0,1,2,50,1,1,1,0,2,3,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Christian Rivera,/en/players/7c094b1a/Christian-Rivera,14,COL,DM,28-042,90,5,5,2,3,0,2,3,66.7,1,0,0,0,0,5,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Fernando Madrigal,/en/players/a51e0948/Fernando-Madrigal,8,MEX,DM,32-105,60,2,0,0,1,1,1,2,50,1,1,0,1,0,2,1,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Joe Corona,/en/players/470cd24b/Joe-Corona,6,USA,DM,33-231,30,2,0,1,1,0,1,1,100,0,0,0,0,0,2,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Francisco Contreras,/en/players/01a27d9e/Francisco-Contreras,20,MEX,LB,24-255,90,0,0,0,0,0,0,0,NA,0,2,0,2,1,1,4,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Nicolás Díaz Huincales,/en/players/308990ee/Nicolas-Diaz-Huincales,4,CHI,CB,24-281,90,1,0,1,0,0,1,1,100,0,2,1,1,1,2,4,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Kevin Balanta,/en/players/a5737fd0/Kevin-Balanta,35,COL,CB,26-303,90,3,2,3,0,0,2,2,100,0,0,0,0,1,4,1,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Diego Barbosa,/en/players/eda8e858/Diego-Barbosa,15,MEX,RB,27-153,75,2,1,1,1,0,1,3,33.3,2,0,0,0,2,4,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,Rafael Fernández,/en/players/49511283/Rafael-Fernandez,3,MEX,RB,23-204,15,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Toluca,4-2-3-1,2,1.5,Juan Domínguez · 52&rsquor; Jean Meneses · 63&rsquor;,2,0,Tijuana,4-2-3-1,0,0.6,,2,0,https://fbref.com/en/matches/25a9eed5/Toluca-Tijuana-February-25-2024-Liga-MX,Tijuana,Away,José Antonio Rodríguez,/en/players/a78c131a/Jose-Antonio-Rodriguez,2,MEX,GK,31-236,90,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Santos Laguna,4-4-2,1,1.7,Bruno Amione · 54&rsquor;,2,0,Mazatlán,4-2-3-1,0,0.5,,2,0,https://fbref.com/en/matches/a8fee673/Santos-Laguna-Mazatlan-February-25-2024-Liga-MX,Santos Laguna,Home,Santiago Muñóz,/en/players/dd986929/Santiago-Munoz,19,MEX,FW,21-195,66,1,0,0,1,0,0,0,NA,0,0,0,0,0,1,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Santos Laguna,4-4-2,1,1.7,Bruno Amione · 54&rsquor;,2,0,Mazatlán,4-2-3-1,0,0.5,,2,0,https://fbref.com/en/matches/a8fee673/Santos-Laguna-Mazatlan-February-25-2024-Liga-MX,Santos Laguna,Home,Ramiro Sordo,/en/players/4ecf1575/Ramiro-Sordo,26,ARG,FW,23-241,24,0,0,0,0,0,0,0,NA,0,1,0,1,0,0,2,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Santos Laguna,4-4-2,1,1.7,Bruno Amione · 54&rsquor;,2,0,Mazatlán,4-2-3-1,0,0.5,,2,0,https://fbref.com/en/matches/a8fee673/Santos-Laguna-Mazatlan-February-25-2024-Liga-MX,Santos Laguna,Home,Alberto Ocejo,/en/players/e815c85d/Alberto-Ocejo,13,MEX,FW,25-254,89,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Santos Laguna,4-4-2,1,1.7,Bruno Amione · 54&rsquor;,2,0,Mazatlán,4-2-3-1,0,0.5,,2,0,https://fbref.com/en/matches/a8fee673/Santos-Laguna-Mazatlan-February-25-2024-Liga-MX,Santos Laguna,Home,Stephano Carrillo,/en/players/6ff8f046/Stephano-Carrillo,255,MEX,FW,17-355,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Santos Laguna,4-4-2,1,1.7,Bruno Amione · 54&rsquor;,2,0,Mazatlán,4-2-3-1,0,0.5,,2,0,https://fbref.com/en/matches/a8fee673/Santos-Laguna-Mazatlan-February-25-2024-Liga-MX,Santos Laguna,Home,Jordan Carrillo,/en/players/55f70431/Jordan-Carrillo,9,MEX,LM,22-087,82,2,1,1,0,1,0,0,NA,0,1,0,1,0,2,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Santos Laguna,4-4-2,1,1.7,Bruno Amione · 54&rsquor;,2,0,Mazatlán,4-2-3-1,0,0.5,,2,0,https://fbref.com/en/matches/a8fee673/Santos-Laguna-Mazatlan-February-25-2024-Liga-MX,Santos Laguna,Home,Hugo Isaác Rodríguez,/en/players/a7c11793/Hugo-Isaac-Rodriguez,20,MEX,LM,33-262,8,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,1,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Santos Laguna,4-4-2,1,1.7,Bruno Amione · 54&rsquor;,2,0,Mazatlán,4-2-3-1,0,0.5,,2,0,https://fbref.com/en/matches/a8fee673/Santos-Laguna-Mazatlan-February-25-2024-Liga-MX,Santos Laguna,Home,Pedro Aquino,/en/players/c4bfc6c5/Pedro-Aquino,18,PER,CM,28-318,89,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Santos Laguna,4-4-2,1,1.7,Bruno Amione · 54&rsquor;,2,0,Mazatlán,4-2-3-1,0,0.5,,2,0,https://fbref.com/en/matches/a8fee673/Santos-Laguna-Mazatlan-February-25-2024-Liga-MX,Santos Laguna,Home,Raúl López Gómez,/en/players/16cb5073/Raul-Lopez-Gomez,23,MEX,CM,31-002,1,0,0,0,0,0,0,0,NA,0,0,0,0,0,0,0,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Santos Laguna,4-4-2,1,1.7,Bruno Amione · 54&rsquor;,2,0,Mazatlán,4-2-3-1,0,0.5,,2,0,https://fbref.com/en/matches/a8fee673/Santos-Laguna-Mazatlan-February-25-2024-Liga-MX,Santos Laguna,Home,Alan Cervantes,/en/players/7a0c3b15/Alan-Cervantes,6,MEX,CM,26-039,90,1,1,1,0,0,0,2,0,2,0,0,0,0,1,1,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Santos Laguna,4-4-2,1,1.7,Bruno Amione · 54&rsquor;,2,0,Mazatlán,4-2-3-1,0,0.5,,2,0,https://fbref.com/en/matches/a8fee673/Santos-Laguna-Mazatlan-February-25-2024-Liga-MX,Santos Laguna,Home,Diego Medina,/en/players/91d4d322/Diego-Medina,24,MEX,RM,22-350,82,1,1,1,0,0,0,0,NA,0,0,0,0,0,1,1,0
Liga MX,2024-02-25,Liga MX (Clausura 2024 Regular Season),Santos Laguna,4-4-2,1,1.7,Bruno Amione · 54&rsquor;,2,0,Mazatlán,4-2-3-1,0,0.5,,2,0,https://fbref.com/en/matches/a8fee673/Santos-Laguna-Mazatlan-February-25-2024-Liga-MX,Santos Laguna,Home,Salvador Mariscal,/en/players/a51d449a/Salvador-Mariscal,190,MEX,RM,20-309,8,1,1,0,1,0,0,0,NA,0,0,0,0,0,1,0,0
